"","Div","year","HomeTeam","AwayTeam","enough_games","FTR","form_H","form_A","g_H","g_A","s_H","s_A","st_H","st_A","c_H","c_A","B365H","B365D","B365A","A","D","H","iter","H_odds","D_odds","A_odds"
"73","I1",13,"Atalanta","Cagliari",1,"D",0.3,0.2,-5,-7,-23,-13,-4,-10,3,4,2.05,3.2,3.8,0.245832788018761,0.289176597233279,0.46499061474796,1,2.15058104031203,3.45809449854374,4.06780563349297
"74","I1",13,"Fiorentina","Napoli",1,"D",0.4,0.6,0,6,39,22,18,13,14,15,2.5,3.2,2.9,0.36399254957828,0.246995346722044,0.389012103699676,1,2.57061410297921,4.04865926938029,2.74730897969916
"75","I1",13,"Udinese","Siena",1,"H",0.6,0.2,1,-6,-34,-8,-7,0,-13,8,1.57,3.75,6,0.285638708886964,0.299530245518901,0.414831045594135,1,2.410619963527,3.33856101332144,3.50092606109535
"76","I1",13,"Palermo","Atalanta",1,"A",0.2,0.2,-7,-4,-17,1,-16,0,-12,6,2.15,3.2,3.5,0.415861447378466,0.303967894300896,0.280170658320639,1,3.56925313305136,3.28982112502351,2.40464704363404
"77","I1",13,"Juventus","Fiorentina",1,"H",0.6,0.3,4,-3,43,44,24,10,31,16,1.62,3.8,5.5,0.182996662907567,0.250455250328256,0.566548086764177,1,1.76507523961729,3.99272923482085,5.46458052355363
"78","I1",13,"Napoli","Sampdoria",1,"D",0.8,0.6,6,7,-10,2,9,7,-12,4,1.36,4.75,8,0.353648882945958,0.252570067273844,0.393781049780198,1,2.53948228478284,3.95929735773388,2.82766339220365
"79","I1",13,"Siena","Lazio",1,"H",0.5,0.4,1,0,5,26,1,8,12,9,3.1,3.1,2.4,0.329798875348691,0.283365677837884,0.386835446813425,1,2.58507850880147,3.52900890337223,3.03215103126934
"80","I1",13,"Cagliari","Torino",1,"H",0.7,0.6,4,2,-19,11,0,10,1,8,2.2,3.2,3.4,0.342148525691805,0.278955432591031,0.378896041717164,1,2.63924636284924,3.584802026301,2.92270731834386
"81","I1",13,"Sampdoria","Chievo",1,"H",0.6,0.4,7,-2,-1,-18,5,-9,-1,-4,2,3.2,4,0.158272801814971,0.217870888417871,0.623856309767158,1,1.60293321449811,4.58987433916377,6.31820495077258
"82","I1",13,"Udinese","Napoli",1,"D",0.4,0.7,-4,3,-18,-8,-9,10,-14,-13,3,3.2,2.4,0.380126869527231,0.313273412778782,0.306599717693987,1,3.26158160718884,3.19209980550169,2.63070064277149
"83","I1",13,"Bologna","Cagliari",1,"H",0.6,0.8,1,5,11,-10,7,1,8,4,2.1,3.2,3.6,0.267858427376981,0.235270886274819,0.496870686348201,1,2.01259608883268,4.25041965809533,3.73331543006714
"84","I1",13,"Pescara","Udinese",1,"A",0.1,0.5,-11,0,-46,-7,-22,-3,-16,-10,3.4,3.3,2.15,0.475471284913569,0.310962976415426,0.213565738671004,1,4.68239899444025,3.21581691662246,2.10317643090009
"85","I1",13,"Lazio","Catania",1,"H",0.2,0.6,-7,2,8,-14,5,1,2,-15,1.95,3.3,4,0.276530482833023,0.293158099481278,0.430311417685699,1,2.32389836499854,3.41112867687923,3.61623785470272
"86","I1",13,"Bologna","Torino",1,"D",0.7,0.3,3,-5,-6,-11,2,-9,-9,2,2.1,3.1,3.75,0.175773199509065,0.248175121981802,0.576051678509133,1,1.73595536183156,4.02941274699293,5.68914944253733
"87","I1",13,"Siena","Parma",1,"D",0.4,0.4,-4,2,-31,20,-10,10,-11,22,2.4,3.1,3.1,0.571461701450737,0.252305009244685,0.176233289304578,1,5.67429685927119,3.96345678190718,1.74989854518922
"88","I1",13,"Atalanta","Bologna",1,"D",0.4,0.4,-2,-2,-50,-19,-11,-11,-20,-2,2.63,2.4,3.8,0.343562453707271,0.291639542871985,0.364798003420745,1,2.74124307321561,3.42889030119949,2.91067894413177
"89","I1",13,"Sampdoria","Fiorentina",1,"A",0.3,0.7,-4,3,0,32,3,2,-3,6,3.8,3.3,2,0.416588661851246,0.288323318155418,0.295088019993336,1,3.38881937674929,3.46832856391088,2.40044939186817
"90","I1",13,"Napoli","Inter",1,"H",0.9,0.4,8,-1,23,2,16,-12,12,11,1.44,4.2,7.5,0.126249322862582,0.178799209342334,0.694951467795084,1,1.43894940343498,5.59286589509113,7.92083456232446
