"","Div","year","HomeTeam","AwayTeam","enough_games","FTR","form_H","form_A","g_H","g_A","s_H","s_A","st_H","st_A","c_H","c_A","B365H","B365D","B365A","A","D","H","H_odds","D_odds","A_odds"
"248","I1",14,"Sassuolo","Milan",1,"H",0.1,0.6,-8,4,-23,-2,-23,4,-13,-7,5,3.6,1.7,0.510607793032301,0.298214975138747,0.191177231828952,5.23074840258545,3.35328566090533,1.95845032850241
"249","I1",14,"Torino","Fiorentina",1,"D",0.7,0.8,4,5,-24,28,5,6,-20,5,2.8,3.3,2.5,0.407880045966734,0.273805375957241,0.318314578076025,3.14154634715211,3.65222923948785,2.45170120452904
"250","I1",14,"Roma","Livorno",1,"H",0.7,0.1,6,-7,37,-2,20,-6,12,6,1.18,6.5,15,0.100504509236598,0.202008114640919,0.697487376122483,1.43371770476946,4.95029618873261,9.94980232823085
"251","I1",14,"Atalanta","Cagliari",1,"H",0.3,0.5,-6,-2,-9,32,-1,3,-7,1,2.45,3.1,3,0.374397915189592,0.308948754748006,0.316653330062403,3.15802773905119,3.23678274999247,2.67095504389657
"252","I1",14,"Bologna","Napoli",1,"D",0.3,0.8,-6,7,-2,5,0,9,4,8,5,3.75,1.67,0.44146237792154,0.285815417941176,0.272722204137284,3.66673481230966,3.49876156857924,2.26519868965533
"253","I1",14,"Milan","Verona",1,"H",0.4,0.7,1,3,1,-28,-1,-12,-11,-8,1.44,4.33,7,0.258584193527815,0.249159890162042,0.492255916310143,2.03146364902185,4.01348707992144,3.86721240133509
"254","I1",14,"Sassuolo","Torino",1,"A",0.2,0.7,-7,4,-23,-39,-19,5,-8,-22,2.7,3.2,2.6,0.373707605364502,0.317092804077725,0.309199590557773,3.23415693467147,3.15365087804037,2.67588881158743
"255","I1",14,"Napoli","Chievo",1,"D",0.8,0.2,7,-5,11,-8,12,-6,6,4,1.29,5.25,10,0.124122129320229,0.210590219419589,0.665287651260182,1.50310921615005,4.74855861186771,8.05658109054874
"256","I1",14,"Sampdoria","Bologna",1,"D",0.5,0.4,0,-4,2,6,-3,0,-4,3,1.75,3.4,5,0.263869239957372,0.280250912069585,0.455879847973043,2.19356044020426,3.56823102774312,3.78975586605528
"257","I1",14,"Verona","Roma",1,"A",0.5,0.7,1,8,-44,49,-17,26,-7,18,4.75,3.6,1.75,0.649008964595052,0.243026161638302,0.107964873766646,9.2622717473962,4.11478333550076,1.5408107661871
"258","I1",14,"Cagliari","Fiorentina",1,"H",0.2,0.8,-5,5,-12,33,-14,5,-6,7,3.25,3.2,2.25,0.542784525780634,0.261171124209974,0.196044350009392,5.10088661036185,3.82890720796542,1.84235171141218
"259","I1",14,"Torino","Bologna",1,"A",0.6,0.3,1,-4,-33,14,3,0,-12,-2,1.57,3.75,6,0.272971870188939,0.298070694475543,0.428957435335518,2.3312336321151,3.35490881369436,3.66338113633411
"260","I1",14,"Catania","Lazio",1,"H",0.3,0.7,-4,3,-4,-10,-8,0,-6,-5,3.3,3.2,2.25,0.360739966110676,0.28760523492151,0.351654798967814,2.8436978620375,3.47698817190483,2.77207987454653
"261","I1",14,"Sassuolo","Napoli",1,"A",0.2,0.6,-5,2,-7,50,-7,19,2,18,6,3.8,1.57,0.553678283382214,0.281136182905283,0.165185533712503,6.05379888616909,3.55699501097982,1.80610298437456
"262","I1",14,"Verona","Torino",1,"A",0.3,0.6,-5,2,-31,-22,-14,3,-3,5,2.3,3.3,3.1,0.412693662023339,0.287002771324521,0.30030356665214,3.32996378014505,3.48428691257924,2.423104816045
"263","I1",14,"Sassuolo","Parma",1,"A",0,0.8,-7,6,-28,-10,-10,9,-6,-8,3.5,3.4,2.05,0.506795411933592,0.291503469479413,0.201701118586995,4.95783071013903,3.4304909021696,1.97318281983783
"264","I1",14,"Torino","Sampdoria",1,"A",0.5,0.5,1,-3,-4,-19,-5,-6,7,-2,1.83,3.25,4.75,0.201127473710814,0.235694520368597,0.563178005920588,1.77563752399274,4.242780012179,4.97197116609649
"265","I1",14,"Catania","Cagliari",1,"D",0.4,0.5,-2,2,10,-17,-1,0,3,-19,2.2,3.25,3.3,0.228943838668996,0.292272570650296,0.478783590680708,2.08862630103562,3.42146373084219,4.36788343295749
"266","I1",14,"Juventus","Fiorentina",1,"H",0.9,0.3,7,-1,9,29,10,-4,11,19,1.4,4.6,7.5,0.197380505522806,0.229002897001327,0.573616597475868,1.74332473014272,4.36675698471276,5.0663564638832
"267","I1",14,"Atalanta","Sampdoria",1,"H",0.5,0.6,-4,0,-18,-24,-4,-10,-10,-3,2.25,3.2,3.3,0.258572488769267,0.261029249521721,0.480398261709013,2.08160619991111,3.830988296646,3.86738745780621
"268","I1",14,"Fiorentina","Chievo",1,"H",0.3,0.4,-1,-3,26,-7,-3,-6,10,-7,1.53,4,6,0.205127700464309,0.259177526710954,0.535694772824737,1.86673466072287,3.85835922076393,4.87501199368242
"269","I1",14,"Livorno","Bologna",1,"H",0.3,0.4,-3,-1,12,-13,-6,5,3,-20,2.2,3.2,3.4,0.245866067100301,0.317075722983223,0.437058209916475,2.28802474661466,3.15382076745406,4.06725503764636
"270","I1",14,"Milan","Parma",1,"A",0.4,0.8,-2,7,2,-3,3,10,13,-6,1.8,3.6,4.33,0.3293022061219,0.287157027315084,0.383540766563016,2.60728477173677,3.4824152114611,3.03672426546035
"271","I1",14,"Torino","Livorno",1,"H",0.2,0.5,-3,-1,-1,-8,-1,-9,9,-9,1.62,3.6,6,0.246390211541095,0.264222937401391,0.489386851057514,2.04337324927939,3.78468277521593,4.05860279004311
"272","I1",14,"Bologna","Cagliari",1,"H",0.2,0.4,-3,0,2,-38,4,-5,-5,-23,2.3,3.1,3.25,0.216068413759439,0.300579772539771,0.48335181370079,2.06888641286662,3.32690384170041,4.62816374962309
"273","I1",14,"Catania","Juventus",1,"A",0.3,1,-4,7,-5,-13,-8,1,3,5,8,4.5,1.4,0.414588615792699,0.251888406107132,0.333522978100169,2.99829416760504,3.9700120202225,2.41202956836619
"274","I1",14,"Lazio","Milan",1,"D",0.6,0.4,1,-2,3,14,-3,8,7,16,2.5,3.2,2.88,0.304446353394838,0.282407194041061,0.413146452564102,2.42044919856802,3.54098628186719,3.28465093718201
"275","I1",14,"Roma","Torino",1,"H",0.7,0.2,3,-3,18,8,7,6,-13,15,1.4,4.5,8,0.266139683862932,0.306611408977064,0.427248907160005,2.34055601604032,3.26145724106048,3.75742536958533
"276","I1",14,"Chievo","Bologna",1,"H",0.4,0.4,-2,-1,-2,6,-2,6,0,2,2.1,3,4,0.320064953632274,0.308297034325893,0.371638012041832,2.6907904132461,3.24362510390847,3.12436581591157
"277","I1",14,"Catania","Torino",1,"A",0.1,0.4,-6,0,0,-5,-8,4,16,10,2.5,3.2,2.88,0.37741565393556,0.298754201357538,0.323830144706901,3.08803864107556,3.34723326218009,2.64959863103807
"278","I1",14,"Fiorentina","Udinese",1,"H",0.5,0.7,0,2,-16,-25,-11,-3,-3,-19,1.65,3.75,5.25,0.250507365222906,0.263716322965708,0.485776311811387,2.05856064959436,3.7919533715402,3.99189859791221
"279","I1",14,"Genoa","Milan",1,"A",0.3,0.5,-3,2,-6,4,1,7,8,2,3.8,3.3,2,0.348952836528956,0.30379753361496,0.347249629856083,2.87977268806434,3.29166595956445,2.86571678266618
"280","I1",14,"Livorno","Chievo",1,"A",0.3,0.2,-5,-5,-36,1,-12,3,-18,6,2.3,3.1,3.2,0.40239058192001,0.326893956193534,0.270715461886457,3.69391534946541,3.05909601891802,2.48514762753266
"281","I1",14,"Torino","Genoa",1,"H",0.6,0.3,2,-3,9,7,7,3,9,11,1.83,3.4,4.5,0.223906467884692,0.269170208233892,0.506923323881416,1.97268492667331,3.71512139683402,4.46615057370733
"282","I1",14,"Atalanta","Verona",1,"A",0.6,0.4,1,-4,-46,-26,-10,-8,-12,-3,2.05,3.1,4,0.247253340494158,0.260754698043337,0.491991961462505,2.03255353406056,3.83502198619563,4.04443474050304
"283","I1",14,"Fiorentina","Roma",1,"A",0.7,1,2,9,22,13,-4,13,12,1,3.1,3.4,2.25,0.336732228602998,0.259609447249023,0.403658324147979,2.47734269350384,3.85193994516224,2.96971871135918
"284","I1",14,"Lazio","Torino",1,"D",0.5,0.8,-1,4,1,11,2,8,-4,7,1.8,3.3,4.75,0.375209374334,0.278190834537238,0.346599791128762,2.8851719637318,3.59465473283284,2.66517861334091
"285","I1",14,"Genoa","Bologna",1,"D",0.1,0.2,-6,-6,-8,10,-6,5,8,1,2.5,3.2,2.88,0.328701788504299,0.326447268174289,0.344850943321412,2.89980357997156,3.06328187579166,3.04227124698752
"286","I1",14,"Fiorentina","Sassuolo",1,"A",0.7,0.5,5,-1,37,12,4,-2,13,7,1.65,4,4.75,0.180175897901245,0.223090911131844,0.596733190966911,1.67579081428278,4.48247754660437,5.55013190803191
"287","I1",14,"Verona","Udinese",1,"D",0.7,0.3,4,-3,-16,-16,0,-3,0,-7,2.2,3.5,3.1,0.179890923337963,0.253187769896865,0.566921306765172,1.76391324169126,3.94963785338978,5.55892416051082
"288","I1",14,"Livorno","Fiorentina",1,"A",0,0.6,-11,4,-10,49,-17,8,2,18,4.33,3.6,1.8,0.616265693026857,0.255582382308712,0.128151924664431,7.8032382472485,3.91263275256635,1.6226767306945
"289","I1",14,"Udinese","Sampdoria",1,"D",0.4,0.2,-2,-9,-1,9,1,-4,0,8,1.73,3.8,4.5,0.227775976473644,0.276024366312584,0.496199657213772,2.01531779690283,3.6228685654061,4.39027862148452
"290","I1",14,"Juventus","Cagliari",1,"H",1,0.5,7,-2,13,-46,9,-15,0,-9,1.22,6.5,11,0.0731430345021306,0.148660479510824,0.778196485987045,1.28502250782028,6.72673735003789,13.6718418480555
"291","I1",14,"Lazio","Bologna",1,"H",0.4,0.2,-3,-5,8,22,7,0,-6,6,1.44,4.33,7,0.275403213177455,0.313522683848381,0.411074102974163,2.4326514192086,3.1895618770717,3.63103969798512
"292","I1",15,"Napoli","Torino",1,"H",0.5,0.4,0,-2,36,7,12,-7,22,13,1.5,4,7,0.171242926613835,0.221935720958692,0.606821352427473,1.64793146450713,4.50580914005333,5.83965726219496
"293","I1",15,"Roma","Chievo",1,"H",0.8,0.3,5,-3,-5,-37,0,-10,-2,-16,1.3,5.5,9,0.115779743762656,0.211273837289775,0.67294641894757,1.48600240946956,4.7331937206614,8.63708942084001
"294","I1",15,"Atalanta","Parma",1,"H",0.2,0.2,-6,-4,-26,-1,-18,-5,4,0,2.5,3.2,2.88,0.344923096049649,0.306254088973799,0.348822814976552,2.8667849609184,3.2652625254762,2.89919698464047
"295","I1",15,"Juventus","Palermo",1,"H",0.9,0.4,8,-6,63,-9,27,-16,10,5,1.22,5.5,15,0.0534316962634115,0.125301548203927,0.821266755532661,1.21763116948697,7.98074735974139,18.7154829423743
"296","I1",15,"Lazio","Torino",1,"H",0.6,0.5,5,0,15,1,21,-8,6,11,1.75,3.5,4.75,0.181877932556913,0.219287978037315,0.598834089405772,1.66991161273452,4.56021350987985,5.49819313394208
"297","I1",15,"Milan","Fiorentina",1,"D",0.6,0.6,3,2,0,16,0,7,10,8,2.05,3.4,3.6,0.306981038037665,0.26760838000067,0.425410581961664,2.35067025222733,3.73680375778028,3.25753019271928
"298","I1",15,"Atalanta","Napoli",1,"D",0.2,0.8,-7,6,-10,33,-11,20,11,18,4,3.4,1.91,0.573936311749079,0.26333426239205,0.162729425858872,6.14517008661518,3.79745495673939,1.74235360183517
"299","I1",15,"Verona","Lazio",1,"D",0.3,0.8,-7,7,-28,4,-14,21,-19,-1,3.2,3.3,2.25,0.561390161803872,0.293935317979661,0.144674520216467,6.9120671594678,3.40210903158359,1.78129234895527
"300","I1",15,"Parma","Inter",1,"H",0,0.5,-7,-4,-9,25,-5,0,6,13,3.4,3.4,2.1,0.420521274599686,0.282830726838191,0.296647998562123,3.37099864097206,3.5356837327371,2.37800097260703
"301","I1",15,"Chievo","Sassuolo",1,"D",0.1,0.5,-7,2,-4,-9,-7,-11,-5,-8,2.4,3.2,3,0.348679960483902,0.29550057946259,0.355819460053508,2.81041402246414,3.38408811860417,2.867959485289
"302","I1",15,"Sampdoria","Milan",1,"D",0.6,0.6,2,2,-14,3,4,-7,-24,3,2.6,3.2,2.7,0.323174910000194,0.27266354982527,0.404161540174535,2.47425818787249,3.66752358590221,3.09429961626476
"303","I1",15,"Chievo","Cesena",1,"H",0.1,0.2,-7,-4,-13,-40,-11,-7,-15,-20,1.85,3.4,4.33,0.270252416495619,0.335308423108708,0.394439160395673,2.53524523020704,2.98232889805991,3.70024443432205
"304","I1",15,"Inter","Verona",1,"D",0.5,0.4,-3,-5,29,-10,-1,-11,3,-15,1.45,4.5,6.5,0.137747994463742,0.231102975334445,0.631149030201814,1.58441184593161,4.32707540243838,7.25963382547267
"305","I1",15,"Parma","Empoli",1,"A",0.2,0.3,-9,-7,-35,-23,-11,-2,3,-10,2.15,3.4,3.3,0.260872183871703,0.306433976325498,0.4326938398028,2.31110292777856,3.2633457033426,3.8332948540493
"306","I1",15,"Udinese","Chievo",1,"D",0.3,0.3,-4,-4,-39,9,-11,-6,-7,-5,1.85,3.4,4.33,0.337230949535419,0.301888460809646,0.360880589654934,2.77099968428941,3.31248169379532,2.96532688170417
"307","I1",15,"Empoli","Atalanta",1,"D",0.4,0.3,-5,-3,-23,-26,0,-12,0,-7,2.1,3.4,3.6,0.207656072796835,0.269303538324491,0.523040388878674,1.91189824201504,3.71328206907951,4.81565497474456
"308","I1",15,"Napoli","Empoli",1,"D",0.7,0.5,3,-1,26,-2,8,4,-2,9,1.33,5,10,0.21765615276874,0.260268900176327,0.522074947054933,1.91543380053205,3.84218014262372,4.59440262670865
"309","I1",15,"Lazio","Atalanta",1,"H",0.5,0.5,-1,0,17,-17,6,-7,14,-16,1.57,3.8,6.5,0.146495601503504,0.230472201812897,0.623032196683599,1.60505348732056,4.33891806531976,6.82614351377697
"310","I1",15,"Palermo","Sassuolo",1,"H",0.7,0.7,3,2,-9,-6,1,9,4,-4,2.05,3.5,3.6,0.251647786346042,0.264939955663772,0.483412257990185,2.06862772606876,3.77444012736633,3.97380805339132
"311","I1",15,"Cesena","Fiorentina",1,"A",0.2,0.5,-5,2,-40,5,-9,-1,-10,12,7.5,3.8,1.53,0.493329736996707,0.279804494441888,0.226865768561406,4.40789285373977,3.57392400717026,2.02704180390139
"312","I1",15,"Parma","Cagliari",1,"D",0.2,0.2,-9,-8,-25,-4,-13,-5,-15,8,2.25,3.5,3.1,0.356532939171181,0.316220882836049,0.32724617799277,3.05580345088734,3.16234649347453,2.80478993701021
"313","I1",15,"Udinese","Verona",1,"A",0.4,0.2,-3,-4,-23,-6,-6,-8,-14,1,1.95,3.6,3.8,0.298034537182743,0.303952354186824,0.398013108630433,2.51248006238038,3.28998932308105,3.35531582833582
"314","I1",15,"Chievo","Inter",1,"A",0.7,0.2,3,-5,14,-6,5,-9,-10,-7,4.2,3.4,1.95,0.151302351108778,0.248969410315702,0.59972823857552,1.66742190158531,4.01655769169379,6.60928262298487
"315","I1",15,"Sassuolo","Cesena",1,"D",0.6,0.1,1,-8,-2,-47,10,-17,-5,-12,1.53,4,7,0.0920992398875491,0.203213833193127,0.704686926919324,1.41906989018754,4.92092484200934,10.8578529119347
"316","I1",15,"Inter","Lazio",1,"D",0.4,0.5,-1,0,1,32,-1,13,1,24,2.15,3.4,3.5,0.446074063592306,0.288749832864744,0.265176103542951,3.77107886660696,3.46320546778782,2.24178019216549
"317","I1",15,"Sampdoria","Udinese",1,"D",0.6,0.4,2,-2,9,-21,5,0,-6,-21,1.85,3.5,4.5,0.16119385623138,0.268468117603188,0.570338026165432,1.7533461809014,3.72483708280794,6.20371038561536
"318","I1",15,"Verona","Chievo",1,"A",0.3,0.6,-3,1,-13,1,-8,2,6,-15,2.38,3.2,3.2,0.306480713794582,0.292688934125192,0.400830352080226,2.49482105037757,3.41659654126954,3.26284805206453
"319","I1",15,"Cesena","Napoli",1,"A",0.2,0.5,-7,0,-48,31,-21,14,-15,8,9.5,4.75,1.36,0.580621841183872,0.282123752259686,0.137254406556442,7.28574058268053,3.54454381097105,1.72229139358765
"320","I1",15,"Empoli","Verona",1,"D",0.6,0.2,2,-4,-1,-10,-2,-12,6,5,1.91,3.5,4.2,0.182067105621522,0.23725917010635,0.580673724272129,1.72213750717495,4.21480021004776,5.49248034995836
"321","I1",15,"Juventus","Inter",1,"D",0.8,0.4,6,-1,3,11,10,4,6,13,1.44,4.33,8,0.218234944959292,0.251824281406603,0.529940773634105,1.88700332141351,3.97102294669263,4.58221757375534
"322","I1",15,"Sassuolo","Udinese",1,"D",0.6,0.3,1,-3,-2,-25,9,-6,-9,-24,2.05,3.2,4,0.139580340274428,0.260124360081221,0.600295299644351,1.66584679339061,3.84431507947875,7.16433272790358
"323","I1",15,"Atalanta","Chievo",1,"D",0.5,0.6,-2,1,-32,-6,-9,3,-28,-13,2.05,3.2,4,0.368970143169838,0.313867117761021,0.317162739069141,3.15295549198168,3.18606169111797,2.71024639394656
"324","I1",15,"Fiorentina","Palermo",1,"H",0.6,0.8,6,7,32,-6,13,-2,8,12,1.73,3.75,4.75,0.252648970512053,0.227635069326538,0.519715960161409,1.92412794036463,4.3929962239936,3.95806085405083
"325","I1",15,"Parma","Sampdoria",1,"A",0.3,0.6,-4,0,-41,-8,-23,-6,1,-7,2.6,3.1,2.88,0.369543036187863,0.270781087626241,0.359675876185897,2.78028098688263,3.69302010257194,2.70604476900935
"326","I1",15,"Lazio","Milan",1,"H",0.6,0.4,5,0,39,-23,12,-5,14,-4,1.85,3.4,4.33,0.129349692032458,0.213447597482349,0.657202710485193,1.52160054127246,4.68499065716912,7.73098091141233
"327","I1",15,"Fiorentina","Roma",1,"D",0.7,0.7,4,2,48,28,15,5,19,8,2.4,3.2,3.1,0.193771347476134,0.228281486708178,0.577947165815688,1.73026196709287,4.38055671714782,5.16072171156867
"328","I1",15,"Empoli","Udinese",1,"A",0.4,0.3,-1,-2,7,-25,-2,-6,11,-20,2,3.3,3.8,0.163002645946111,0.26068036941233,0.576316984641559,1.73515621897201,3.83611547833222,6.13486973905076
"329","I1",15,"Napoli","Genoa",1,"H",0.6,0.2,2,-4,14,-5,13,-7,11,9,1.4,5,7.5,0.157200211096632,0.234457597466502,0.608342191436866,1.64381168045909,4.26516355539673,6.36131461290017
"330","I1",15,"Torino","Sampdoria",1,"H",0.8,0.6,3,0,-4,7,1,2,-4,5,2.05,3.1,4.2,0.247103526633927,0.255032817862213,0.49786365550386,2.00858204639975,3.92106399632172,4.04688679931896
"331","I1",15,"Cagliari","Roma",1,"A",0.5,0.6,-4,1,-16,19,0,7,-22,1,4,3.4,2,0.399057079061035,0.31314703181652,0.287795889122445,3.4746847950095,3.19338808418253,2.50590718087988
"332","I1",15,"Lazio","Genoa",1,"A",0.5,0.3,3,-3,46,6,14,-3,23,15,1.57,4,6,0.163487527164224,0.226191218561742,0.610321254274034,1.63848136206477,4.42103812145579,6.11667457050407
"333","I1",15,"Chievo","Sampdoria",1,"H",0.3,0.6,-3,-1,-21,-1,-8,1,-18,10,2.63,3.1,2.75,0.428327418669141,0.283152309590631,0.288520271740228,3.46596096686183,3.53166817337904,2.33466258851022
"334","I1",15,"Verona","Roma",1,"D",0.2,0.6,-9,1,-10,24,-5,9,-10,10,5,3.6,1.75,0.485252520399084,0.301741848557011,0.213005631043905,4.69471156747906,3.31409118351398,2.0607827017108
"335","I1",15,"Napoli","Sassuolo",1,"H",0.8,0.4,3,-1,-12,9,3,-4,0,4,1.5,4,7.5,0.21597870611438,0.251049650275612,0.532971643610008,1.87627242835405,3.98327581377693,4.63008607649686
"336","I1",15,"Sampdoria","Genoa",1,"D",0.4,0.6,-3,3,-6,0,-4,1,13,1,2.38,3.2,3.2,0.313965538693601,0.275670836524763,0.410363624781637,2.43686316137821,3.62751465699627,3.18506293448945
"337","I1",15,"Empoli","Genoa",1,"D",0.7,0.6,5,3,3,10,4,4,-2,7,2.15,3.3,3.6,0.2922069880747,0.266469934399056,0.441323077526244,2.26591368302178,3.75276859002951,3.42223163993723
"338","I1",15,"Udinese","Torino",1,"H",0.3,0.8,-3,7,-15,-9,2,14,3,-19,2.6,3,2.88,0.35925850158064,0.316467780423689,0.324273717995671,3.0838145199709,3.15987933640889,2.78351102507044
"339","I1",15,"Inter","Cesena",1,"D",0.7,0.4,6,-3,24,-8,12,0,11,-3,1.36,4.75,9.5,0.132382301129466,0.217427529017331,0.650190169853203,1.53801156394871,4.59923361369888,7.55387987267294
"340","I1",15,"Juventus","Genoa",1,"H",0.8,0.6,3,2,26,22,5,2,15,-4,1.33,5,10,0.184676953375915,0.237314333035639,0.578008713588446,1.73007772459295,4.21382049372393,5.41486082437407
"341","I1",15,"Napoli","Atalanta",1,"D",0.3,0.2,-3,-5,18,-13,4,-9,15,-6,1.44,4.5,7.5,0.163522789447939,0.254343667963217,0.582133542588844,1.71781889693701,3.93168820756576,6.11535556221887
"342","I1",15,"Juventus","Lazio",1,"H",0.8,1,4,14,37,37,14,31,13,3,1.95,3.4,4.33,0.388168307419985,0.300883405443956,0.310948287136059,3.21596883266457,3.32354653632191,2.57620207751282
"343","I1",15,"Cagliari","Napoli",1,"A",0.1,0.4,-8,0,-16,30,-11,19,-9,7,3.8,3.6,1.95,0.531537541011277,0.318211569986127,0.150250889002596,6.6555346636433,3.14256329536854,1.88133466188945
"344","I1",15,"Palermo","Genoa",1,"H",0.3,0.5,-1,1,7,10,-3,-6,-3,5,2.2,3.25,3.5,0.34377718838364,0.277707571268917,0.378515240347443,2.64190154954419,3.60091010637824,2.90886083716539
"345","I1",15,"Roma","Atalanta",1,"D",0.6,0.5,0,0,19,-1,12,-3,9,-1,1.44,4.5,7.5,0.179224776916381,0.243562093749988,0.577213129333631,1.73246232488588,4.10572919867605,5.57958568678572
"346","I1",15,"Verona","Sassuolo",1,"H",0.5,0.5,-2,1,-31,-20,-7,-12,-14,-13,2.2,3.3,3.4,0.268520485708724,0.27548169760474,0.455997816686536,2.19299295612072,3.6300052188396,3.72411064787341
"347","I1",15,"Udinese","Inter",1,"A",0.4,0.6,-2,3,-2,11,-12,0,9,12,3.3,3.3,2.25,0.389900987508033,0.266495214606223,0.343603797885744,2.91032871625162,3.75241259576693,2.56475369911546
"348","I1",15,"Chievo","Cagliari",1,"H",0.6,0.2,1,-7,-7,-23,6,-10,-1,-8,2.1,3.5,3.5,0.131562752099738,0.230662835556497,0.637774412343764,1.56795252466321,4.33533212052735,7.60093555387086
"349","I1",15,"Atalanta","Lazio",1,"D",0.5,0.7,0,8,-6,26,-7,18,-2,13,5,3.75,1.73,0.514501255006246,0.282744102207536,0.202754642786217,4.93206955095174,3.53676696416462,1.94362985565091
"350","I1",15,"Milan","Roma",1,"H",0.2,0.6,-6,4,-40,22,-11,11,-28,9,3.8,3.5,2,0.600242436889377,0.274404173383976,0.125353389726647,7.97744681799717,3.64425944280626,1.66599350286241
"351","I1",15,"Roma","Udinese",1,"H",0.5,0.5,3,-2,18,-6,6,-18,5,5,1.3,5.5,10,0.170565676445236,0.201810345965266,0.627623977589497,1.59331070148193,4.95514734498355,5.86284427700242
"352","I1",15,"Sassuolo","Milan",1,"H",0.4,0.3,-3,-5,-13,-59,-7,-13,0,-29,3.25,3.4,2.2,0.12633688467457,0.237367163665412,0.636295951660017,1.57159572898605,4.21288262688928,7.91534477501079
"353","I1",15,"Empoli","Sampdoria",1,"D",0.5,0.3,1,-1,9,-6,5,-4,0,-5,2.4,3.4,2.9,0.213627200533816,0.278619586713804,0.50775321275238,1.96946070430416,3.58912311871022,4.68105183937803
"354","I1",15,"Milan","Torino",1,"H",0.2,0.5,-6,-2,-44,3,-15,2,-22,-2,2.5,3.3,2.88,0.461448297893552,0.304018030528271,0.234533671578177,4.26378009294358,3.28927859397803,2.16709001759214
"355","I1",15,"Udinese","Sassuolo",1,"A",0.4,0.5,-3,-2,-10,-6,-15,2,1,1,2.05,3.5,3.6,0.322844652142606,0.286073283845174,0.391082064012221,2.55700808607973,3.49560779167765,3.09746496763491
"356","I1",15,"Torino","Cesena",1,"H",0.3,0.1,-6,-5,10,-26,2,-16,-3,-15,1.36,5,8.5,0.162860365740946,0.277149174317358,0.559990459941697,1.78574470733683,3.60816517842092,6.1402293642804
"357","I1",16,"Bologna","Udinese",1,"A",0.2,0.2,-5,-4,-41,-2,-14,-5,-3,3,2.4,3.1,3.2,0.373446411733328,0.306160854805584,0.320392733461089,3.12116941354242,3.26625688524098,2.67776036555972
"358","I1",16,"Carpi","Torino",1,"H",0.2,0.7,-6,4,-18,-2,-10,2,-3,10,3.5,3.2,2.2,0.47326051642981,0.274255834032645,0.252483649537544,3.96065250891147,3.64623054793783,2.11300111732078
"359","I1",16,"Empoli","Sassuolo",1,"H",0.3,0.7,-3,2,16,-1,1,7,2,-6,2.4,3.2,3.1,0.312831882510371,0.295173919796465,0.391994197693164,2.55105816842411,3.38783318217796,3.19660512852889
"360","I1",16,"Palermo","Roma",1,"A",0.3,0.7,-2,6,-24,41,-9,15,-21,27,4,3.5,1.95,0.653889403524094,0.236043446864188,0.110067149611718,9.08536292188619,4.23650820764098,1.52931060606054
"361","I1",16,"Sampdoria","Inter",1,"D",0.5,0.8,0,1,-49,1,-10,-1,-22,11,4,3.5,1.95,0.451231308302119,0.253474237597732,0.295294454100148,3.38645032480309,3.94517411109454,2.21615827980282
"362","I1",16,"Udinese","Genoa",1,"D",0.2,0.4,-4,-2,13,1,-2,-3,9,-7,2.5,3.1,3.1,0.260430990110411,0.290057263844942,0.449511746044647,2.22463597180545,3.44759509465199,3.83978880384413
"363","I1",16,"Juventus","Atalanta",1,"H",0.6,0.7,3,2,56,-4,17,-4,14,5,1.33,5,10,0.1537400224406,0.205284311941651,0.640975665617749,1.56012162963509,4.87129284523328,6.5044871473618
"364","I1",16,"Bologna","Inter",1,"A",0.2,0.5,-5,-2,-16,7,-5,1,-2,10,5,3.5,1.75,0.394046592558011,0.289287582968684,0.316665824473305,3.1579031354686,3.45676779396457,2.53777096131794
"365","I1",16,"Inter","Roma",1,"H",0.5,1,-2,11,1,-3,1,13,1,-9,2.9,3.3,2.5,0.38779774864307,0.289503234931734,0.322699016425196,3.09886286942498,3.45419283565451,2.57866375836133
"366","I1",16,"Carpi","Verona",1,"D",0.2,0.2,-8,-6,-15,-27,-9,-16,-10,2,2.3,3.25,3.25,0.268406534462445,0.289586611298124,0.442006854239432,2.26240835500326,3.45319832128054,3.72569170867157
"367","I1",16,"Genoa","Napoli",1,"D",0.6,1,0,9,-8,28,2,18,14,7,4.5,3.6,1.83,0.422536969225018,0.267406872420429,0.310056158354553,3.22522218331973,3.73961967001266,2.36665682019284
"368","I1",16,"Udinese","Sassuolo",1,"D",0.6,0.5,0,0,-9,-31,-3,0,-6,-22,2.25,3.3,3.3,0.193285465734349,0.276679667264682,0.530034867000969,1.88666833496856,3.61428799552286,5.17369475351239
"369","I1",16,"Carpi","Chievo",1,"A",0.1,0.1,-6,-4,-7,-18,-4,-8,-7,-14,2.8,3,2.75,0.267130238314394,0.332382649494395,0.400487112191211,2.49695925176877,3.00858062694053,3.74349233658478
"370","I1",16,"Verona","Napoli",1,"A",0.2,0.9,-7,5,-12,44,-15,24,15,18,8,4.75,1.4,0.593471503141971,0.252128081271663,0.154400415586367,6.47666650508873,3.96623809198992,1.68500087149219
"371","I1",16,"Milan","Sampdoria",1,"H",0.7,0.4,3,0,22,-24,-3,-5,4,-18,1.57,4,6,0.143057233950789,0.237023528743124,0.619919237306087,1.61311335383878,4.21899043231172,6.99020924970487
